Class,SLongitude,SLatitude,DLongitude,DLatitude,Precip td,Precip -1d,Precip -2d,Precip -3d,Precip -4d,Water Content,Plasticity Index,Compression Coefficient,Internal Friction Angle,Cohesion,Slope Height,Slope Width,Slope Length,Slope,Aspect,Lithology,地质小类
0,112.12,24.45,112.106356,24.481516,40.4,0.1,2,8.4,1.8,25.59052849,0.83457917,1.202667713,19.50315094,29.39778328,16.93076706,40.64945602,27.12680435,53.99111557,245.1127625,Sedimentary,砂岩及砾岩类
0,112.09,24.38,112.106768,24.332384,16.4,1,1.5,25.4,2.6,25.57927322,0.838996053,1.21045661,19.51035309,29.38190842,18.15457916,27.66629219,40.17741013,59.44628906,181.5892181,Igneous,花岗岩类
0,112.09,24.38,112.115788,24.331368,16.4,1,1.5,25.4,2.6,25.58033943,0.838887274,1.210240126,19.51142693,29.3793335,18.06620216,26.82244682,40.28281784,59.68743134,180.7875671,Igneous,花岗岩类
0,112.18,24.98,112.129414,24.963436,32,42.4,6.6,12.6,33.6,25.61441231,0.822314203,1.18135643,19.47089577,29.47417831,16.98196793,30.10355186,32.03531647,63.37784195,154.5254364,Sedimentary,砂岩及砾岩类
0,112.17,24.65,112.133096,24.696582,11.2,29.1,60.9,41.1,0,25.60658455,0.828312516,1.191630006,19.49324799,29.42023849,25.32859993,28.27990532,46.33617783,55.32661819,122.8934937,Igneous,花岗岩类
0,112.17,24.65,112.133126,24.620828,37,27.8,0,0,0,25.60274506,0.830267906,1.195031404,19.49831009,29.40836143,15.80558681,34.6231575,23.53806305,61.44362259,119.183609,Igneous,花岗岩类
0,112.15,24.7,112.135086,24.710506,45.6,28.5,6.8,0,0,25.60736084,0.827883244,1.190885544,19.49204826,29.42307663,32.78491211,32.79438019,62.32256699,51.69697189,112.1468887,Igneous,花岗岩类
0,112.15,24.7,112.141541,24.763419,0,2.3,3.2,0,0,25.61072922,0.826471508,1.188413024,19.48932648,29.4294796,17.90683365,28.93662262,29.55144119,62.51869583,138.3453674,Igneous,花岗岩类
0,112.17,24.65,112.148478,24.608645,0,11.3,2.4,0,0,25.60421181,0.830328524,1.195071578,19.50166893,29.40022659,16.35628319,35.61201477,25.17061615,60.3142128,126.7994003,Sedimentary,砂岩及砾岩类
0,112.11,24.59,112.151582,24.637684,16.9,1.7,12.2,1.8,0.5,25.60605812,0.829484642,1.193600416,19.4996109,29.40501595,16.0078125,37.3275032,21.96857262,61.20083237,62.74695587,Igneous,花岗岩类
0,112.15,24.7,112.156374,24.720613,0.4,16.7,5.5,0,0.9,25.61140251,0.827140093,1.189499021,19.49472618,29.41640472,15.71105862,11.79113293,18.63406944,69.79236603,86.23965454,Igneous,花岗岩类
0,112.18,24.98,112.166313,25.026266,32,42.4,6.6,12.6,33.6,25.62161255,0.820034027,1.177297354,19.47019577,29.4759655,17.36766624,29.61421013,34.35641098,63.56240082,159.0538177,Sedimentary,砂岩及砾岩类
0,112.21,24.85,112.17022,24.849844,0,0,0,0,0.1,25.61772728,0.82381767,1.183740497,19.48556137,29.43834114,15.16387367,29.88963127,24.20664024,63.77423477,140.3180237,Igneous,花岗岩类
0,112.12,24.45,112.170788,24.419686,40.4,0.1,2,8.4,1.8,25.59433365,0.835317135,1.203767776,19.51436234,29.37108612,18.55337906,34.40096664,37.4190979,58.33672714,173.4146729,Sedimentary,砂岩及砾岩类
0,112.11,24.59,112.17499,24.57816,0.2,57.7,81.4,23.2,0,25.60639572,0.830584526,1.195423961,19.50687218,29.38764,17.77102661,39.81027603,29.0415802,58.86765289,156.3607025,Igneous,火山岩类
0,112.15,24.7,112.192219,24.714036,18.3,26.3,21.2,0.4,53.6,25.61604118,0.826669395,1.188541055,19.50022888,29.40280533,17.07420921,28.16697884,24.66229057,63.33193588,148.0570374,Igneous,花岗岩类
0,112.22,25.12,112.193558,25.088258,39.8,3.7,1.8,2,69.1,25.62591553,0.818257749,1.174172521,19.46795082,29.4815979,17.80783272,28.71747589,36.94405746,63.61169052,163.0471649,Igneous,花岗岩类
0,112.21,24.85,112.202289,24.8897,0,0,0,0,0.1,25.62377357,0.822273731,1.180941701,19.48728561,29.43391037,14.72809696,30.62531281,23.17296028,64.33259583,133.9196167,Sedimentary,砂岩及砾岩类
0,112.21,24.85,112.203066,24.808148,0,0,0,0.1,2.3,25.62141991,0.824034274,1.183960319,19.49357224,29.41864204,14.533638,29.69189262,21.58645058,63.89422989,143.2687531,Igneous,花岗岩类
0,112.18,24.98,112.205818,25.046996,32,42.4,6.6,12.6,33.6,25.62805176,0.818666577,1.174772263,19.47411537,29.46632957,17.58101082,29.38118935,35.49938202,63.68470383,160.0531464,Sedimentary,砂岩及砾岩类
0,112.15,24.7,112.206063,24.687391,15.4,25.7,21.2,22.7,0.1,25.61740875,0.826935232,1.188929558,19.50443459,29.39252472,19.86934471,40.04284286,24.98407173,64.82672882,199.0365143,Igneous,花岗岩类
0,112.15,24.7,112.206735,24.713999,0,0,2.3,3.2,0,25.61860847,0.826302528,1.187832594,19.50265884,29.39672661,15.81313705,30.43015862,23.12548065,58.37338257,201.7138824,Igneous,花岗岩类
0,112.15,24.7,112.210868,24.726472,0,0,0,0,2.3,25.61937141,0.825865686,1.187076449,19.50138855,29.39974403,16.42248726,31.62190819,24.76728821,60.12873459,181.6743164,Igneous,花岗岩类
0,112.17,24.65,112.211107,24.641732,0,0,11.3,2.4,0,25.61479568,0.82829684,1.191296339,19.50801849,29.3841114,21.40342712,60.62022018,30.65809059,61.47812271,145.6954346,Igneous,花岗岩类
0,112.17,24.65,112.222125,24.617336,0,0,0,0,11.3,25.61644173,0.828455806,1.191512346,19.5113163,29.37604523,27.36134338,51.47409821,38.71310425,60.33660126,149.6296387,Sedimentary,砂岩及砾岩类
0,112.28,25.05,112.229267,25.10737,0,0,0,0.2,0,25.63233566,0.8167485,1.171426415,19.47040749,29.47561073,18.0163269,28.34626389,38.08882523,63.71335983,164.6669312,Igneous,花岗岩类
0,112.22,24.57,112.235681,24.510898,7.8,2.5,4.2,3.2,0,25.61083603,0.831308722,1.196461797,19.51955414,29.35689354,19.82991409,42.98163223,36.96909332,59.50666428,169.100769,Sedimentary,砂岩及砾岩类
0,112.17,24.65,112.243941,24.629044,14.9,19.4,19.5,0.3,63.9,25.61953926,0.827825487,1.190342546,19.51317596,29.37122917,32.42123795,47.348423,44.81727982,60.6500473,145.7010345,Sedimentary,砂岩及砾岩类
0,112.32,24.6,112.249082,24.630458,0,18,1.5,0.8,0,25.62086868,0.827615261,1.189934731,19.51462555,29.36756325,20.65458107,77.4124527,27.80129433,61.00167847,133.2534027,Sedimentary,砂岩及砾岩类
0,112.22,24.57,112.25829,24.522207,0.2,0,0,9.9,0,25.61530876,0.830602705,1.195125341,19.52282715,29.34853363,21.18871689,48.63327789,38.77159119,60.37761307,183.4873199,Sedimentary,砂岩及砾岩类
0,112.21,24.85,112.264725,24.85262,0,0,0,0,0.1,25.63343048,0.821462095,1.179226041,19.49962044,29.40306091,12.19459248,30.52854919,16.45357704,65.17617798,146.7213745,Sedimentary,砂岩及砾岩类
0,112.21,24.85,112.270921,24.834544,0,0,0,0,0.1,25.63428307,0.82163465,1.17948544,19.50191689,29.3973465,11.47789764,30.29157257,15.36173534,64.37348938,186.9356537,Sedimentary,砂岩及砾岩类
0,112.35,24.52,112.280388,24.543588,29,10.5,40.9,30.2,19.6,25.62103653,0.829301417,1.192744017,19.52491379,29.34277344,24.42957115,63.44821548,39.44084549,62.53740311,213.5027618,Sedimentary,砂岩及砾岩类
0,112.32,24.6,112.281545,24.625984,0,0,1.1,0,0.1,25.62628746,0.826917946,1.188582063,19.51938248,29.3554554,20.86177254,75.1457901,31.82987976,62.14295959,166.7920685,Sedimentary,碳酸盐岩类
0,112.32,24.6,112.283785,24.656062,0,1.1,0,0.1,7.5,25.62769699,0.826240778,1.187404037,19.5176506,29.35949707,19.49751854,80.73973083,30.36782646,63.07607651,154.6822662,Sedimentary,砂岩及砾岩类
0,112.22,24.57,112.286207,24.525818,0,0.1,0.2,0,0,25.61929703,0.830098987,1.194141388,19.52658081,29.33902168,22.70623779,53.56827164,42.43906784,61.27593613,193.4859161,Sedimentary,砂岩及砾岩类
0,112.28,25.05,112.289233,25.072174,31.4,8.1,0.7,8.8,75.7,25.64137268,0.816083908,1.169988155,19.48209,29.44638443,18.09807014,28.89217186,37.92274475,63.85988998,163.3979492,Sedimentary,碳酸盐岩类
0,112.28,24.92,112.292326,24.860665,0.3,31.7,10.7,40,2.7,25.63783836,0.820636094,1.177691102,19.50220871,29.39636421,13.91894245,31.97833633,21.04098701,64.77636719,152.3485718,Sedimentary,页岩及泥岩类
0,112.22,24.57,112.297123,24.5515,0,0.1,0.2,0,0,25.62433815,0.828717828,1.191649556,19.52708435,29.33709145,27.60160446,75.95995331,40.15878296,64.74819946,235.0312042,Sedimentary,砂岩及砾岩类
0,112.28,24.92,112.297839,24.912656,0,0,0,0,0,25.6405468,0.81932056,1.175410151,19.49882126,29.40460014,15.62650967,32.30003357,26.65361786,64.64438629,143.5120239,Sedimentary,页岩及泥岩类
0,112.32,24.6,112.300651,24.663431,0,0,0,11.3,34.8,25.63093948,0.82558167,1.186181188,19.51951408,29.35456085,20.21081352,66.54701233,33.77577591,63.01787949,160.0240936,Sedimentary,碳酸盐岩类
0,112.38,24.45,112.311985,24.414087,14.8,4.8,2.4,27.4,5.6,25.61617851,0.83274442,1.198654771,19.53807831,29.31199646,22.14718056,36.470047,49.84429932,61.19599533,182.3835602,Igneous,花岗岩类
0,112.38,24.45,112.314283,24.44352,29.5,17.5,33.2,60.8,15.8,25.61897659,0.831726849,1.196860909,19.53635979,29.31565666,22.39559555,38.62308502,49.64896774,61.03515625,181.4811249,Igneous,花岗岩类
0,112.38,24.45,112.316542,24.45543,29.5,17.5,33.2,60.8,15.8,25.6196537,0.831417322,1.196315765,19.53581429,29.3168335,22.82830429,39.16159058,50.83441925,61.20774841,185.6109009,Sedimentary,碳酸盐岩类
0,112.27,24.5,112.318472,24.436604,0.5,0.2,34.5,0.3,0,25.61828995,0.831960142,1.197271943,19.53676414,29.31479073,22.60960388,37.70310211,50.61099625,61.26238632,185.5441132,Igneous,花岗岩类
0,112.39,24.91,112.319543,24.906805,0.4,60.8,3.6,31.9,0.2,25.64318848,0.819055557,1.174868464,19.5018959,29.39676666,16.13819313,32.01428604,28.51825523,64.44515228,152.6038666,Sedimentary,砂岩及砾岩类
0,112.35,24.52,112.325113,24.463181,29,10.5,40.9,30.2,19.6,25.62169647,0.831033707,1.195610046,19.53656578,29.31474686,23.27646065,39.74410248,52.03946304,61.34643555,189.2884064,Sedimentary,碳酸盐岩类
0,112.37,24.67,112.347888,24.699908,0,15.7,3.2,0.9,0,25.6413517,0.823485672,1.182302594,19.52492142,29.33998871,21.57515907,45.07812119,40.93214035,64.01184082,171.7284088,Sedimentary,碳酸盐岩类
0,112.35,24.52,112.350572,24.457401,1.4,0.6,22.7,0,0,25.62519836,0.830699563,1.194908142,19.54130173,29.30274963,24.11873627,37.53657532,54.33937454,61.73521423,200.4251251,Sedimentary,砂岩及砾岩类
0,112.4,25.02,112.411001,25.098635,11.8,0,0,0,0,25.662817,0.812097251,1.162577629,19.49515152,29.4127655,19.10041046,27.4432106,42.62573242,64.12406158,168.2461243,Sedimentary,砂岩及砾岩类
0,112.42,24.57,112.413242,24.611854,0,0,0,0.7,4.5,25.64880753,0.824218094,1.183248043,19.5416317,29.29781532,15.47290039,25.34548569,47.56464386,68.25000763,132.7480469,Sedimentary,砂岩及砾岩类
0,112.39,24.91,112.41373,24.836016,0.2,0.6,0,0,0.5,25.65944862,0.817981422,1.172481537,19.52266312,29.34326744,20.1971817,32.86796951,42.2071228,64.03707886,168.5241241,Sedimentary,碳酸盐岩类
0,112.37,24.67,112.41945,24.709208,0,0,0,0.1,0,25.65605164,0.821068704,1.177731991,19.53536606,29.31201553,23.77185249,37.9589386,54.76025009,63.81797028,171.8803711,Sedimentary,砂岩及砾岩类
0,112.42,24.57,112.424997,24.495853,0,0,0,0.2,0,25.64189529,0.827643394,1.189194083,19.55125618,29.27559471,64.41677856,28.33953667,96.41630554,71.08396912,254.9615936,Sedimentary,砂岩及砾岩类
0,112.5,24.45,112.43793,24.497824,1.2,1.8,37.9,14.8,0,25.64500618,0.827290773,1.188505292,19.55371475,29.26907349,79.40582275,24.01054955,100.5875397,74.82807922,282.1791077,Sedimentary,砂岩及砾岩类
0,112.48,24.46,112.442825,24.439525,0,0,0,0,12.6,25.63995934,0.829251349,1.191955924,19.55727577,29.26151657,30.69034576,41.79405594,78.60697937,60.83557129,223.5450439,Igneous,花岗岩类
0,112.48,24.46,112.447123,24.396827,26.1,13.4,38.5,71.2,12,25.63757324,0.830462456,1.194049478,19.56127357,29.25234985,22.31928062,53.01911926,55.31991959,57.45757294,212.0706177,Igneous,花岗岩类
0,112.48,24.46,112.452775,24.510505,26.1,13.4,38.5,71.2,12,25.64953804,0.826309323,1.186699629,19.55549431,29.26377106,86.0598526,22.0318222,104.7062607,76.4425354,284.3472595,Sedimentary,砂岩及砾岩类
0,112.5,24.45,112.459302,24.497993,1.2,1.8,37.9,14.8,0,25.64817238,0.826872289,1.187687874,19.55660439,29.26136589,89.77839661,20.94834137,105.7294693,77.30910492,292.734314,Sedimentary,碳酸盐岩类
0,112.5,24.45,112.46273,24.439073,0,0,0,0,10.5,25.64463615,0.828617811,1.190713644,19.56187248,29.24930382,31.2335701,48.63571167,89.12083435,58.98802948,224.1901855,Sedimentary,砂岩及砾岩类
0,112.42,24.57,112.472348,24.625767,0,41.6,0.6,0,0,25.66121101,0.822165012,1.179370165,19.54997063,29.27492905,31.67945862,34.69504166,89.68965149,65.14332581,174.2298126,Sedimentary,碳酸盐岩类
0,112.48,24.46,112.500258,24.394599,0.7,2,33,7.2,0,25.64698219,0.829323113,1.191809058,19.56977463,29.22972679,24.64632225,58.67604065,77.05817413,54.82574081,235.289032,Igneous,花岗岩类
0,112.48,24.46,112.500459,24.428173,21.4,26.1,13.4,38.5,71.2,25.65027428,0.828102767,1.189653516,19.56782532,29.23362923,31.99982834,52.24004364,131.2962646,57.58290482,221.8238678,Sedimentary,碳酸盐岩类
0,112.48,24.46,112.503976,24.523739,48.7,0.7,2,33,7.2,25.66011238,0.824746192,1.183699012,19.56379509,29.24108505,55.45193481,34.98924255,245.3443451,65.71472168,196.3531036,Sedimentary,碳酸盐岩类
0,112.57,24.32,112.508441,24.322453,0,16.7,0.9,14.8,0,25.640522,0.831895053,1.196321726,19.57541466,29.21773529,31.69120789,37.35905075,88.1837616,62.33189774,214.5850372,Igneous,花岗岩类
0,112.5,24.45,112.512253,24.430627,23.7,22.1,12.5,33.4,66,25.65356636,0.827677488,1.188819647,19.57083702,29.22549438,37.65789032,43.96639252,181.3605194,60.5452652,210.9629211,Sedimentary,碳酸盐岩类
0,112.48,24.46,112.528082,24.52038,0.7,2,33,7.2,0,25.66526985,0.824089408,1.182418942,19.56806374,29.22940826,66.46751404,36.27362061,374.2105103,65.31562042,187.9859619,Sedimentary,碳酸盐岩类
0,112.53,24.06,112.53121,24.10245,24.3,0.3,17.4,9.8,17.4,25.61571121,0.840567052,1.211705923,19.58807564,29.19449615,23.85371208,28.67243767,60.77505493,63.03396606,195.890686,Sedimentary,砂岩及砾岩类
0,112.57,24.32,112.539107,24.275991,10.6,26.9,0.3,22.4,1.5,25.6408844,0.833172798,1.198450208,19.58347893,29.1985054,40.76364517,50.00925827,90.95793915,60.11915207,254.3947144,Sedimentary,砂岩及砾岩类
0,112.5,24.45,112.547001,24.512034,11.3,50.2,1.8,1.1,12.2,25.66807747,0.823869586,1.181941986,19.57159042,29.21999168,75.38231659,36.30824661,568.5480347,65.35984039,185.8278656,Sedimentary,碳酸盐岩类
0,112.5,24.45,112.552176,24.487682,40.6,1.2,1.8,37.9,14.8,25.6676445,0.82451427,1.183035254,19.57455063,29.21286583,43.06692505,27.01656532,1146.108154,66.58216858,194.2052002,Sedimentary,碳酸盐岩类
0,112.5,24.45,112.555669,24.418394,11.3,50.2,1.8,1.1,12.2,25.66036034,0.827237189,1.187834978,19.57928467,29.20323181,45.80577087,35.35655594,246.9076233,63.5032692,195.6095886,Sedimentary,碳酸盐岩类
0,112.57,24.32,112.567928,24.350935,37.5,312.6,60.3,0.1,9.3,25.65647125,0.829391956,1.19156599,19.58617973,29.18762589,36.12316513,28.52020073,104.3400116,65.16744232,217.7545929,Sedimentary,碳酸盐岩类
0,112.53,24.06,112.58705,24.06661,24.3,0.3,17.4,9.8,17.4,25.62042809,0.840940595,1.212136388,19.59967804,29.16610718,21.49377632,25.41046906,55.98845291,63.61131668,191.0608978,Sedimentary,碳酸盐岩类
0,112.57,24.32,112.587953,24.310489,0,6.7,16.1,44.6,23.8,25.65485764,0.830612123,1.193650842,19.59141159,29.17545891,34.78110886,34.4576416,101.8536301,63.28900146,206.5704651,Sedimentary,碳酸盐岩类
0,112.53,24.06,112.58929,24.087677,0,0,0.7,17.9,11.9,25.62434769,0.839848757,1.210173368,19.59913063,29.16625023,22.42921829,26.36676025,58.32743454,63.52486038,192.3900757,Sedimentary,碳酸盐岩类
0,112.57,24.32,112.60326,24.339509,0.2,0,0,0,25,25.66241646,0.828813434,1.190368772,19.59292984,29.16949272,36.22799683,33.06906509,113.7080536,63.78103256,202.5016632,Sedimentary,砂岩及砾岩类
0,112.57,24.32,112.631209,24.316977,37.5,312.6,60.3,0.1,9.3,25.66462135,0.829271197,1.191059113,19.59890747,29.15447426,34.98531342,33.55285645,104.3251114,63.62111664,193.4933167,Sedimentary,砂岩及砾岩类
0,112.71,24.09,112.647255,24.101615,20,0,3.2,0,0,25.63617134,0.838403821,1.207322001,19.61016846,29.13682365,22.03010559,25.33100319,58.09574509,63.82136154,190.615387,Sedimentary,碳酸盐岩类
0,112.69,24.23,112.650478,24.207016,79.8,13.9,0,0,0,25.6531105,0.833432376,1.198402047,19.60680962,29.13915634,27.34456444,30.26327515,72.56622314,63.38258743,197.3116455,Sedimentary,砂岩及砾岩类
0,112.71,24.09,112.652372,24.041906,28.9,4.6,2.5,0,0,25.62787056,0.841015935,1.21199286,19.61282539,29.13339233,19.67147064,22.9493351,51.87363815,64.06502533,188.2463074,Sedimentary,砂岩及砾岩类
0,112.6,24.62,112.659909,24.593843,0,21.7,2.6,8.3,7.6,25.70155144,0.817487419,1.17008853,19.58662796,29.17341423,54.88526154,29.37095833,125.7618179,62.79806137,135.6756744,Sedimentary,碳酸盐岩类
0,112.67,24.43,112.677338,24.505212,0,1,0.9,0.1,0,25.69780731,0.820221663,1.174765229,19.5970459,29.1484108,62.44508743,30.37393761,167.3320465,66.27304077,163.0650177,Sedimentary,碳酸盐岩类
0,112.63,25.04,112.679308,25.101725,0,0,3.8,0,0,25.71733856,0.803474486,1.146251321,19.53364944,29.30779839,20.13948441,24.8582592,47.54164505,65.10099792,171.3899841,Sedimentary,砂岩及砾岩类
0,112.67,24.43,112.697215,24.363829,0.1,14.1,11.3,23.1,0.3,25.68604851,0.825334311,1.183711052,19.60901451,29.12287521,40.88700104,43.67027664,86.21315765,63.4786644,177.0617065,Sedimentary,碳酸盐岩类
0,112.63,25.04,112.699194,25.037573,0.2,27.1,3.1,13.3,0.1,25.72265816,0.804248452,1.147358418,19.54462814,29.27775574,20.55813026,24.8664875,49.3643837,65.49887085,170.9389038,Sedimentary,碳酸盐岩类
0,112.7,24.62,112.701119,24.685049,0,23.2,4.3,10.8,7.5,25.71818161,0.813021898,1.162059665,19.58610344,29.16996574,34.40296936,31.30391884,70.69169617,60.22639847,144.0459442,Sedimentary,砂岩及砾岩类
0,112.67,24.65,112.707207,24.58615,0,23.6,2.9,9.7,7.9,25.71141434,0.816340804,1.167815566,19.59504128,29.14916992,45.36222076,29.12478256,111.2864685,64.30271912,153.4133148,Sedimentary,碳酸盐岩类
0,112.71,24.09,112.725417,24.059974,8.5,6.5,5.1,4.7,0.4,25.64478874,0.838736951,1.207545877,19.62755394,29.09320831,19.04518318,21.82390404,50.62823868,64.35540009,187.0491791,Sedimentary,砂岩及砾岩类
0,112.66,24.33,112.735967,24.349454,3.4,0.3,0.8,0,10.2,25.69394875,0.824744523,1.182413816,19.61873817,29.09607887,36.59958649,37.91249847,81.55591583,63.83306885,178.0580902,Sedimentary,碳酸盐岩类
0,112.76,24.46,112.745166,24.381425,0,11,11.1,14,0,25.7004509,0.823054969,1.179369807,19.61826324,29.09491158,39.79511261,42.01088715,78.07807922,63.62171173,174.3912201,Sedimentary,碳酸盐岩类
0,112.95,24,112.881349,24.019793,3,8.8,17.1,1,38.2,25.66717911,0.837715805,1.204968691,19.66012573,29.00800323,15.35040188,17.73395157,40.88129044,64.95140076,186.8313751,Sedimentary,砂岩及砾岩类
0,112.83,24.5,112.89663,24.47579,0,0,0,0.9,3.7,25.75467873,0.813630819,1.161680579,19.64371872,29.00910568,22.60154724,23.20837021,56.69428253,66.14937592,166.7439575,Sedimentary,碳酸盐岩类
0,112.92,24.2,112.913858,24.229954,46.5,0,6.2,6.1,87.1,25.72125053,0.824797094,1.181474209,19.66142464,28.98053551,18.3225193,20.01856804,48.6797905,65.07125092,183.1573792,Sedimentary,碳酸盐岩类
0,112.95,24.11,112.956675,24.140817,117.9,4,7.7,1.3,38.3,25.71598434,0.82827431,1.187428355,19.67635727,28.94688606,15.60804081,17.6525135,41.59683228,65.14043427,185.4564972,Sedimentary,砂岩及砾岩类
0,112.95,24.35,112.958176,24.337828,33.2,125.1,23.8,6.3,0.3,25.75631142,0.817220151,1.167565107,19.66756439,28.94826889,18.83284378,20.28284645,49.4793396,65.43936157,179.8332825,Sedimentary,砂岩及砾岩类
0,112.95,24.11,112.961861,24.068035,17,7.8,15.3,3.3,49.1,25.69842148,0.832614899,1.195283055,19.67802811,28.95132637,14.62433529,16.8014431,39.0334816,65.14411926,186.9060364,Sedimentary,砂岩及砾岩类
0,112.95,24.11,112.979857,24.09183,44.3,0,0.2,33.5,60.1,25.7087841,0.830648482,1.191623092,19.68151665,28.93793678,14.65322781,16.77866364,39.10903168,65.17507172,186.6218719,Sedimentary,砂岩及砾岩类
0,112.95,24.11,112.98835,24.144589,17,7.8,15.3,3.3,49.1,25.72296333,0.827492774,1.185869217,19.68203354,28.92982483,14.99695683,17.03583336,39.98537827,65.20817566,185.7740936,Sedimentary,砂岩及砾岩类
0,112.95,24.11,112.991917,24.141384,17,7.8,15.3,3.3,49.1,25.72533607,0.827173054,1.185231566,19.68432617,28.92288589,14.99695683,17.03583336,39.98537827,65.20817566,185.7740936,Sedimentary,砂岩及砾岩类
0,112.95,24.35,112.994247,24.338547,33.2,125.1,23.8,6.3,0.3,25.76733017,0.815815866,1.16480875,19.67548752,28.92273712,17.85042953,19.4631424,46.9620285,65.50919342,180.3093719,Sedimentary,砂岩及砾岩类
0,113.07,25.29,112.995241,25.273876,1.5,14,56.8,12.3,5,25.78754044,0.78784436,1.117795348,19.55479813,29.24171448,24.26446342,29.71807861,36.85604477,62.16456223,201.3385773,Sedimentary,白垩纪-古近纪（早第三纪）红层碎屑岩类
0,113.07,25.29,113.025322,25.346234,12.3,5,0,0.1,0,25.78792953,0.785698175,1.114248157,19.54530716,29.26990509,25.31106567,30.67638969,38.05556488,62.76541901,203.1533966,Sedimentary,白垩纪-古近纪（早第三纪）红层碎屑岩类
0,113,23.73,113.037369,23.701958,9.6,26.1,0,5.1,29.8,25.61250877,0.855485022,1.236626267,19.69190407,28.96017647,11.51929665,13.71118832,31.20281029,65.48119354,192.10112,Sedimentary,页岩及泥岩类
0,113.07,25.29,113.042157,25.289124,0.2,0,0,2.8,1.6,25.79976654,0.785425186,1.113364577,19.55911827,29.22811317,31.83087158,44.89040756,29.39057732,69.86947632,255.6796875,Sedimentary,白垩纪-古近纪（早第三纪）红层碎屑岩类
0,113.07,25.29,113.043275,25.335287,6.2,69.3,8.1,0.1,0,25.79456329,0.785062373,1.112951159,19.55112267,29.25233841,26.41726494,32.5970993,36.7338829,62.5675621,211.9382172,Sedimentary,白垩纪-古近纪（早第三纪）红层碎屑岩类
0,113.12,24.17,113.061039,24.22005,30.9,0.1,14,1.7,0.3,25.76572609,0.819628716,1.171176672,19.69719505,28.86976242,14.74123478,16.66301537,39.23737717,65.36319733,184.7205353,Sedimentary,砂岩及砾岩类
0,113.1,25.12,113.063244,25.12298,3,17.2,0.9,0.6,0.1,25.82319832,0.786518633,1.114320517,19.59268951,29.12512398,20.50687981,23.57790184,45.59330368,65.67408752,163.5033875,Sedimentary,碳酸盐岩类
0,113.05,23.66,113.072103,23.649793,0.1,10.3,12.3,25.5,20.5,25.60185814,0.858901441,1.242740154,19.69757271,28.95258713,11.29014397,13.45074177,30.70028114,65.5375061,192.7598724,Sedimentary,页岩及泥岩类
0,113.07,23.62,113.075195,23.636321,1.9,4.5,13.7,36.2,15.7,25.59774017,0.860100269,1.244908452,19.69844818,28.95261002,11.25222015,13.41274643,30.61517334,65.54341125,192.8492432,Sedimentary,页岩及泥岩类
0,113.12,24.17,113.078964,24.177944,30.9,0.1,14,1.7,0.3,25.75905609,0.822103143,1.175527334,19.70329857,28.85863686,14.00379181,15.97307205,37.36823273,65.35435486,185.7579346,Sedimentary,砂岩及砾岩类
