Class,SLongitude,SLatitude,DLongitude,DLatitude,Precip td,Precip -1d,Precip -2d,Precip -3d,Precip -4d,Water Content,Plasticity Index,Compression Coefficient,Internal Friction Angle,Cohesion,Slope Height,Slope Width,Slope Length,Slope,Aspect,Lithology,地质小类
1,112.18,24.98,112.201563,25.03336,34.1,86,43.8,82,11.9,25.62669373,0.819044471,1.17545855,19.47357941,29.46764755,17.42790794,29.62129593,34.68390656,63.67975235,159.3418427,Sedimentary,砂岩及砾岩类
1,112.22,25.12,112.201563,25.03336,112.2,113.7,83.7,50.7,26.7,25.62669373,0.819044471,1.17545855,19.47357941,29.46764755,17.42790794,29.62129593,34.68390656,63.67975235,159.3418427,Sedimentary,砂岩及砾岩类
1,112.28,25.05,112.201563,25.03336,171.1,101.1,98.3,33.4,15.9,25.62669373,0.819044471,1.17545855,19.47357941,29.46764755,17.42790794,29.62129593,34.68390656,63.67975235,159.3418427,Sedimentary,砂岩及砾岩类
1,112.22,24.57,112.218349,24.535467,153.4,70.9,19.6,0,0.1,25.60999489,0.830937386,1.195878506,19.51552963,29.36661148,19.43740654,43.55383301,34.57033157,59.24848938,174.9289551,Sedimentary,砂岩及砾岩类
1,112.22,24.57,112.225006,24.549903,142.4,98.5,116.6,70.9,19.6,25.61181831,0.830511272,1.195103049,19.51602745,29.36522484,19.74425888,46.50159073,33.74873352,59.14065552,184.2908325,Sedimentary,砂岩及砾岩类
1,112.21,24.85,112.245285,24.851008,34.1,48.6,159.2,35.6,17.8,25.62936783,0.822100401,1.180449247,19.4958725,29.41256142,12.18009853,25.36927605,16.1079998,64.57533264,120.043869,Sedimentary,砂岩及砾岩类
1,112.28,24.92,112.245285,24.851008,89.2,123,79.2,0,0,25.62936783,0.822100401,1.180449247,19.4958725,29.41256142,12.18009853,25.36927605,16.1079998,64.57533264,120.043869,Sedimentary,砂岩及砾岩类
1,112.21,24.85,112.256669,24.827392,34.1,48.6,159.2,35.6,17.8,25.63126755,0.822277606,1.180670977,19.50033379,29.40146828,9.421672821,32.16915131,11.35171032,66.00704956,98.22459412,Sedimentary,砂岩及砾岩类
1,112.21,24.85,112.258058,24.828782,34.1,48.6,159.2,35.6,17.8,25.63126755,0.822277606,1.180670977,19.50033379,29.40146828,9.421672821,32.16915131,11.35171032,66.00704956,98.22459412,Sedimentary,砂岩及砾岩类
1,112.21,24.85,112.265835,24.795446,34.1,48.6,159.2,35.6,17.8,25.63145447,0.822880447,1.181659818,19.5045681,29.39103317,11.70164871,25.5166111,15.53120708,61.75281525,281.2320251,Sedimentary,砂岩及砾岩类
1,112.21,24.85,112.268058,24.798782,60.4,159.2,35.6,17.8,0,25.63145447,0.822880447,1.181659818,19.5045681,29.39103317,12.44684601,30.42257881,16.60510254,62.46912766,277.8864441,Sedimentary,砂岩及砾岩类
1,112.32,24.6,112.271658,24.617387,63.5,113.9,238.1,42.6,18.1,25.62443161,0.827353895,1.189373732,19.51895523,29.35670471,21.39827728,71.67727661,32.04523087,61.58450317,160.7301178,Sedimentary,碳酸盐岩类
1,112.22,24.57,112.271658,24.617387,142.4,98.5,116.6,70.9,19.6,25.62443161,0.827353895,1.189373732,19.51895523,29.35670471,21.39827728,71.67727661,32.04523087,61.58450317,160.7301178,Sedimentary,碳酸盐岩类
1,112.27,24.5,112.274513,24.509398,8,0.3,2.6,5.8,20.9,25.61676025,0.830763698,1.195338011,19.52647781,29.33960342,21.50602531,47.23796463,41.54118729,60.54602051,180.7336731,Sedimentary,碳酸盐岩类
1,112.22,24.57,112.274513,24.509398,11.2,0.5,6.1,4.7,38.4,25.61676025,0.830763698,1.195338011,19.52647781,29.33960342,21.50602531,47.23796463,41.54118729,60.54602051,180.7336731,Sedimentary,碳酸盐岩类
1,112.35,24.52,112.274513,24.509398,13,1.2,3.5,2.9,37.3,25.61676025,0.830763698,1.195338011,19.52647781,29.33960342,21.50602531,47.23796463,41.54118729,60.54602051,180.7336731,Sedimentary,碳酸盐岩类
1,112.4,25.02,112.303109,25.008012,135.8,2.2,30.1,0,0,25.64226151,0.817085385,1.171627283,19.48898125,29.42908096,17.69817924,30.04856682,35.51381683,63.99075317,159.5508728,Sedimentary,砂岩及砾岩类
1,112.28,25.05,112.303109,25.008012,215.4,2.1,12,0,0,25.64226151,0.817085385,1.171627283,19.48898125,29.42908096,17.69817924,30.04856682,35.51381683,63.99075317,159.5508728,Sedimentary,砂岩及砾岩类
1,112.39,24.91,112.308107,24.868279,105.1,15.9,0,0,0,25.64090157,0.820037544,1.176580787,19.50398064,29.39173889,14.94013882,32.19287109,24.17347527,64.59671021,155.232254,Sedimentary,砂岩及砾岩类
1,112.28,24.92,112.308107,24.868279,183.6,9.1,0,0,0,25.64090157,0.820037544,1.176580787,19.50398064,29.39173889,14.94013882,32.19287109,24.17347527,64.59671021,155.232254,Sedimentary,砂岩及砾岩类
1,112.38,24.45,112.348706,24.379206,10.6,126.3,23.2,27.4,142.9,25.61863518,0.833186269,1.199295998,19.54537582,29.29419708,22.30659294,38.02754211,47.79904175,62.3896904,187.6801453,Igneous,花岗岩类
1,112.32,24.6,112.373484,24.574492,144.7,238.1,42.6,18.1,0,25.63839149,0.826486766,1.187407851,19.53788185,29.3087635,8.865521431,109.697403,19.89264488,45.5945816,247.6821747,Sedimentary,碳酸盐岩类
1,112.42,24.57,112.373484,24.574492,157.4,196.7,32.6,6.5,0,25.63839149,0.826486766,1.187407851,19.53788185,29.3087635,8.865521431,109.697403,19.89264488,45.5945816,247.6821747,Sedimentary,碳酸盐岩类
1,112.39,24.91,112.383513,24.826178,96.1,107.2,3.7,15.9,0,25.65294647,0.819151103,1.174673557,19.51841354,29.35469437,18.96983719,33.5333786,37.06914902,64.14836121,169.3207092,Sedimentary,白垩纪-古近纪（早第三纪）红层碎屑岩类
1,112.35,24.52,112.384682,24.442578,197,83,75.5,40.2,44.6,25.62950325,0.830571115,1.194544911,19.54746056,29.28724861,19.85582542,24.75517464,39.60396576,61.35307312,241.331955,Igneous,花岗岩类
1,112.38,24.45,112.384682,24.442578,265.4,67.2,89.6,24.4,22.7,25.62950325,0.830571115,1.194544911,19.54746056,29.28724861,19.85582542,24.75517464,39.60396576,61.35307312,241.331955,Igneous,花岗岩类
1,112.48,24.46,112.384682,24.442578,336.1,56.6,84,24.8,21.4,25.62950325,0.830571115,1.194544911,19.54746056,29.28724861,19.85582542,24.75517464,39.60396576,61.35307312,241.331955,Igneous,花岗岩类
1,112.35,24.52,112.385321,24.441551,197,83,75.5,40.2,44.6,25.62950325,0.830571115,1.194544911,19.54746056,29.28724861,15.00314236,15.79054546,24.34376717,60.54619598,270.7725525,Igneous,花岗岩类
1,112.38,24.45,112.385321,24.441551,265.4,67.2,89.6,24.4,22.7,25.62950325,0.830571115,1.194544911,19.54746056,29.28724861,15.00314236,15.79054546,24.34376717,60.54619598,270.7725525,Igneous,花岗岩类
1,112.48,24.46,112.385321,24.441551,336.1,56.6,84,24.8,21.4,25.62950325,0.830571115,1.194544911,19.54746056,29.28724861,15.00314236,15.79054546,24.34376717,60.54619598,270.7725525,Igneous,花岗岩类
1,112.42,24.57,112.416662,24.599173,15.3,1.6,0,0,0,25.64772224,0.824733257,1.184146166,19.54287529,29.29496193,12.7809124,17.45807266,44.0565033,70.42943573,117.6967621,Sedimentary,砂岩及砾岩类
1,112.32,24.6,112.416662,24.599173,19,3.5,0,0,0,25.64772224,0.824733257,1.184146166,19.54287529,29.29496193,12.7809124,17.45807266,44.0565033,70.42943573,117.6967621,Sedimentary,砂岩及砾岩类
1,112.37,24.67,112.416662,24.599173,19.8,1.1,0,0,0,25.64772224,0.824733257,1.184146166,19.54287529,29.29496193,12.7809124,17.45807266,44.0565033,70.42943573,117.6967621,Sedimentary,砂岩及砾岩类
1,112.37,24.67,112.416662,24.599173,40.7,0,0.1,0,0,25.64772224,0.824733257,1.184146166,19.54287529,29.29496193,12.7809124,17.45807266,44.0565033,70.42943573,117.6967621,Sedimentary,砂岩及砾岩类
1,112.42,24.57,112.416662,24.599173,47.5,36.2,4.9,3.6,0,25.64772224,0.824733257,1.184146166,19.54287529,29.29496193,12.7809124,17.45807266,44.0565033,70.42943573,117.6967621,Sedimentary,砂岩及砾岩类
1,112.32,24.6,112.416662,24.599173,60.6,14.5,8.4,7.4,0,25.64772224,0.824733257,1.184146166,19.54287529,29.29496193,12.7809124,17.45807266,44.0565033,70.42943573,117.6967621,Sedimentary,砂岩及砾岩类
1,112.48,24.46,112.474696,24.402834,23.7,0,3.4,0.9,48.7,25.6430378,0.829640448,1.192484617,19.56509209,29.24195862,8.2334795,99.41632843,12.90412712,40.21273804,272.7140808,Sedimentary,碳酸盐岩类
1,112.5,24.45,112.474696,24.402834,24.6,0.1,2.7,1.3,40.6,25.6430378,0.829640448,1.192484617,19.56509209,29.24195862,8.2334795,99.41632843,12.90412712,40.21273804,272.7140808,Sedimentary,碳酸盐岩类
1,112.5,24.45,112.480041,24.40082,69.2,151.1,24.1,0,17.4,25.6437912,0.829671443,1.192493916,19.56720161,29.23661041,11.81052017,90.48405457,27.0050106,43.45322037,264.9393005,Sedimentary,砂岩及砾岩类
1,112.5,24.45,112.480318,24.402208,69.2,151.1,24.1,0,17.4,25.64461899,0.829409957,1.192031622,19.56679535,29.23741531,11.81052017,90.48405457,27.0050106,43.45322037,264.9393005,Sedimentary,砂岩及砾岩类
1,112.48,24.46,112.480583,24.433545,9.3,336.1,56.6,84,24.8,25.64703941,0.828460932,1.190355897,19.56526375,29.24050713,26.75038528,60.57979584,92.1296463,54.55567169,231.6340027,Sedimentary,碳酸盐岩类
1,112.5,24.45,112.480583,24.433545,15.7,351.5,55.4,113.4,20,25.64703941,0.828460932,1.190355897,19.56526375,29.24050713,26.75038528,60.57979584,92.1296463,54.55567169,231.6340027,Sedimentary,碳酸盐岩类
1,112.48,24.46,112.481148,24.401928,23.7,0,3.4,0.9,48.7,25.6437912,0.829671443,1.192493916,19.56720161,29.23661041,11.81052017,90.48405457,27.0050106,43.45322037,264.9393005,Sedimentary,砂岩及砾岩类
1,112.5,24.45,112.481148,24.401928,24.6,0.1,2.7,1.3,40.6,25.6437912,0.829671443,1.192493916,19.56720161,29.23661041,11.81052017,90.48405457,27.0050106,43.45322037,264.9393005,Sedimentary,砂岩及砾岩类
1,112.48,24.46,112.486909,24.402468,181.1,1.5,0,3.4,0.9,25.64621353,0.829235435,1.191688657,19.56807899,29.2339859,17.42516518,77.0743866,50.19449615,48.28845596,251.9826965,Sedimentary,碳酸盐岩类
1,112.5,24.45,112.486909,24.402468,197.5,1.6,0.1,2.7,1.3,25.64621353,0.829235435,1.191688657,19.56807899,29.2339859,17.42516518,77.0743866,50.19449615,48.28845596,251.9826965,Sedimentary,碳酸盐岩类
1,112.57,24.32,112.498588,24.314123,3.2,0,39.3,4.7,54.5,25.63801956,0.832483292,1.197410822,19.57413483,29.22154045,31.27429199,38.32187653,85.88349152,62.0520134,212.5496521,Igneous,花岗岩类
1,112.5,24.45,112.532384,24.51148,17.2,0,1.5,7.6,0,25.66456985,0.82433784,1.182854772,19.56856537,29.22832108,61.98048782,35.21907806,460.1691895,65.21507263,189.9011841,Sedimentary,碳酸盐岩类
1,112.48,24.46,112.532384,24.51148,17.6,0,1.3,2.6,0,25.66456985,0.82433784,1.182854772,19.56856537,29.22832108,61.98048782,35.21907806,460.1691895,65.21507263,189.9011841,Sedimentary,碳酸盐岩类
1,112.57,24.32,112.535137,24.264867,91.7,312.6,60.3,0.1,9.3,25.63984489,0.833464146,1.198969245,19.58379173,29.19800949,44.42694855,55.94447327,91.92630768,59.07903671,274.3710632,Sedimentary,砂岩及砾岩类
1,112.53,24.06,112.544261,23.989121,12.6,0,86.9,224.7,49.9,25.60182381,0.844986439,1.219586849,19.59326172,29.18620682,19.50468445,23.51340675,50.6822052,63.72114182,187.9149323,Igneous,花岗岩类
1,112.57,24.32,112.550382,24.364243,1.5,22.4,12,42.6,3.4,25.65329552,0.829341114,1.191595078,19.58081055,29.20141983,35.42256165,18.44709778,70.29808807,68.30371094,248.4289856,Igneous,花岗岩类
1,112.57,24.32,112.555647,24.343404,303.2,66.2,7.2,0.6,49.3,25.65213394,0.830096662,1.192899942,19.58341026,29.19550514,35.04609299,27.8558197,93.12870789,65.33455658,223.9026947,Sedimentary,砂岩及砾岩类
1,112.57,24.32,112.570337,24.264237,3.2,0,39.3,4.7,54.5,25.64623833,0.832697213,1.197445631,19.59009171,29.18115234,38.8562088,46.19216919,90.65435791,60.82206345,239.5066071,Sedimentary,砂岩及砾岩类
1,112.53,24.06,112.574489,24.132616,12.6,0,86.9,224.7,49.9,25.62773514,0.838344991,1.207546234,19.59484482,29.17530441,25.72020721,30.39718437,65.15818787,62.96333313,200.3094025,Sedimentary,碳酸盐岩类
1,112.53,24.06,112.57532,24.098462,110.3,28.2,0.2,0,0,25.6227417,0.839835048,1.210220695,19.59574509,29.1746769,23.506567,27.75956726,60.58094025,63.30549622,194.5552063,Sedimentary,砂岩及砾岩类
1,112.57,24.32,112.600323,24.380289,47.4,11.1,3.6,0,0,25.66552162,0.827439368,1.187981009,19.58887291,29.17850685,41.81185532,33.10948181,156.8806305,64.05152893,198.1957855,Sedimentary,碳酸盐岩类
1,112.66,24.33,112.608938,24.408894,6.8,69.5,10.2,1.6,2.6,25.67010117,0.826238215,1.185803771,19.58929443,29.17606354,47.11983109,34.49946594,197.6949921,63.76900864,186.9096527,Sedimentary,碳酸盐岩类
1,112.67,24.43,112.608938,24.408894,9.2,61.8,13.9,0.4,8,25.67010117,0.826238215,1.185803771,19.58929443,29.17606354,47.11983109,34.49946594,197.6949921,63.76900864,186.9096527,Sedimentary,碳酸盐岩类
1,112.63,25.04,112.631783,25.076425,88.2,20.5,0,0,0,25.70651054,0.805756569,1.150444746,19.52907944,29.32120323,20.29232216,25.29391479,47.94425201,64.95056915,170.8299866,Sedimentary,白垩纪-古近纪（早第三纪）红层碎屑岩类
1,112.71,24.09,112.639997,24.141035,12.2,0,0,0,15.4,25.64128113,0.836651921,1.204207182,19.60763931,29.14105415,24.12907791,27.5272522,63.3771019,63.5725441,194.067688,Sedimentary,碳酸盐岩类
1,112.6,24.62,112.65624,24.631697,6.2,5.1,23.9,0.3,0,25.70189667,0.816671014,1.168732047,19.58195114,29.18522263,78.26402283,25.73561287,103.7240906,40.62600708,59.4378891,Sedimentary,砂岩及砾岩类
1,112.67,24.65,112.65624,24.631697,7.2,5.6,27.9,0.4,0,25.70189667,0.816671014,1.168732047,19.58195114,29.18522263,78.26402283,25.73561287,103.7240906,40.62600708,59.4378891,Sedimentary,砂岩及砾岩类
1,112.7,24.62,112.65624,24.631697,7.5,5,25.1,0.3,0,25.70189667,0.816671014,1.168732047,19.58195114,29.18522263,78.26402283,25.73561287,103.7240906,40.62600708,59.4378891,Sedimentary,砂岩及砾岩类
1,112.69,24.23,112.678482,24.188225,16.2,10.2,0,0,62.6,25.65743637,0.833394825,1.198169947,19.6141243,29.12026024,25.06440544,27.49969292,67.2452774,63.80868149,191.204895,Sedimentary,碳酸盐岩类
1,112.63,25.04,112.688281,24.974008,5.9,0,5.3,0,0,25.72121429,0.805779278,1.149940968,19.55088425,29.26127243,21.3296833,24.95712471,51.68900299,65.60332489,169.5696106,Igneous,花岗岩类
1,112.71,24.09,112.718279,24.083057,23.4,3.6,20.6,0.2,5.4,25.64770889,0.837675691,1.205666542,19.62556839,29.0967617,19.87069511,22.61023903,52.90282822,64.28257751,187.2986908,Sedimentary,砂岩及砾岩类
1,112.76,24.46,112.720805,24.396284,10.1,0.3,0,0,0,25.69628143,0.823108017,1.179608583,19.6123333,29.11096764,50.98318481,57.55656433,64.16577148,62.17872238,169.2756653,Sedimentary,碳酸盐岩类
1,112.67,24.43,112.720805,24.396284,16.1,0.9,0,0,0,25.69628143,0.823108017,1.179608583,19.6123333,29.11096764,50.98318481,57.55656433,64.16577148,62.17872238,169.2756653,Sedimentary,碳酸盐岩类
1,112.71,24.09,112.781086,24.086125,104.8,28,0,0,0.1,25.65962791,0.836396515,1.203080058,19.63760376,29.06399727,18.48762321,20.94246864,49.31122971,64.56990814,186.3000031,Sedimentary,砂岩及砾岩类
1,112.83,24.5,112.816899,24.445954,3.6,20,0.4,75.5,13.8,25.72905731,0.817693293,1.169394851,19.62956238,29.05579376,29.75145912,28.00187874,74.76586914,65.18023682,172.412384,Sedimentary,砂岩及砾岩类
1,112.95,24.35,112.879851,24.350593,31.7,2.5,20.2,126.4,29.1,25.73204041,0.820032418,1.173151851,19.64853287,29.00710487,22.60406876,23.30779457,58.86947632,65.20184326,178.6091156,Sedimentary,砂岩及砾岩类
1,112.95,24.35,112.880406,24.349759,31.7,2.5,20.2,126.4,29.1,25.73204041,0.820032418,1.173151851,19.64853287,29.00710487,22.60406876,23.30779457,58.86947632,65.20184326,178.6091156,Sedimentary,砂岩及砾岩类
1,112.92,24.2,112.907116,24.165653,1.1,20,6.4,0.1,0,25.70788956,0.828349888,1.187866688,19.66386414,28.98078156,17.24238586,19.20495987,45.94509506,65.00406647,184.5548096,Sedimentary,碳酸盐岩类
1,112.95,24.11,112.907116,24.165653,6.3,18.6,6.1,0.1,0,25.70788956,0.828349888,1.187866688,19.66386414,28.98078156,17.24238586,19.20495987,45.94509506,65.00406647,184.5548096,Sedimentary,碳酸盐岩类
1,112.95,24.11,112.969934,24.048554,80.4,63,0.3,0.1,3.7,25.69644928,0.833451211,1.196758747,19.67999458,28.94781685,14.20901585,16.40592575,37.95281982,65.17068481,187.2845612,Sedimentary,砂岩及砾岩类
1,112.95,24,112.969934,24.048554,150.8,66,6.2,8.6,20.7,25.69644928,0.833451211,1.196758747,19.67999458,28.94781685,14.20901585,16.40592575,37.95281982,65.17068481,187.2845612,Sedimentary,砂岩及砾岩类
1,112.95,24.11,113.016067,24.090474,80.4,63,0.3,0.1,3.7,25.72012329,0.82938087,1.18908155,19.69128609,28.90885353,13.99324989,16.08253098,37.39879608,65.25671387,187.0946503,Sedimentary,砂岩及砾岩类
1,113.08,24.02,113.016067,24.090474,125.6,57.8,0.4,4.3,10,25.72012329,0.82938087,1.18908155,19.69128609,28.90885353,13.99324989,16.08253098,37.39879608,65.25671387,187.0946503,Sedimentary,砂岩及砾岩类
1,113.05,23.66,113.019064,23.598979,188.7,120.8,0.1,11.3,10.7,25.58101463,0.862454116,1.249479651,19.68396187,28.99089622,11.66401386,14.03811836,31.3529911,65.33155823,191.5625763,Sedimentary,页岩及泥岩类
1,113.07,23.62,113.019064,23.598979,352.4,131.5,0.7,11.4,15.7,25.58101463,0.862454116,1.249479651,19.68396187,28.99089622,11.66401386,14.03811836,31.3529911,65.33155823,191.5625763,Sedimentary,页岩及泥岩类
1,113.07,25.29,113.01998,25.255712,13,0.5,1.5,14,56.8,25.79643822,0.786907017,1.115926623,19.56174278,29.22051811,24.49593735,31.01736641,33.67379379,60.79315567,215.8838043,Sedimentary,白垩纪-古近纪（早第三纪）红层碎屑岩类
1,113.12,24.17,113.022902,24.155884,13,22.2,127.4,23.1,9.7,25.73914337,0.825058579,1.181209803,19.6913681,28.89884758,14.63318729,16.64068985,39.02052689,65.26979065,185.7628479,Sedimentary,砂岩及砾岩类
1,112.95,24.11,113.022902,24.155884,15.8,21.6,123.4,0,13.2,25.73914337,0.825058579,1.181209803,19.6913681,28.89884758,14.63318729,16.64068985,39.02052689,65.26979065,185.7628479,Sedimentary,砂岩及砾岩类
1,112.95,24.11,113.028946,24.092011,80.4,63,0.3,0.1,3.7,25.72245979,0.829149902,1.188618541,19.69303322,28.9036026,13.74454403,15.81875229,36.75958633,65.2862854,187.1959534,Sedimentary,砂岩及砾岩类
1,113.08,24.02,113.028946,24.092011,125.6,57.8,0.4,4.3,10,25.72245979,0.829149902,1.188618541,19.69303322,28.9036026,13.74454403,15.81875229,36.75958633,65.2862854,187.1959534,Sedimentary,砂岩及砾岩类
1,113.07,25.29,113.044817,25.290008,45.3,17.2,2.6,13,0.5,25.79976654,0.785425186,1.113364577,19.55911827,29.22811317,34.72664261,49.57582092,29.90128517,74.53707886,270.1490784,Sedimentary,白垩纪-古近纪（早第三纪）红层碎屑岩类
